text,hashtags,date,user,users number of followers,location
"Former New Jersey Gov. Chris Christie is speaking out after his battle with COVID-19, which, he said, sent him to the ICU for seven days. https://t.co/A4xE1cMUdi
",[],2020-10-16 00:02:41,MyNews13,263363,"Orlando, FL"
"BREAKING: Chris Christie is still fat &amp; resembles a🐽
",[],2020-10-16 00:02:41,robblaw,934,Anywhere
"Sasse is a moron and campaigning for the NEXT Election.....#GOPHypocrisy #GOPCorruptionOverCountry #GOPDeathCult I didn’t see him introducing a bill to counteract what he objects to. What a fighter 🤡🤡#FuckSasse too little 2 LATE #FlipTheSenateBlue
","['GOPHypocrisy', 'GOPCorruptionOverCountry', 'GOPDeathCult']",2020-10-16 00:02:42,MillerResist,251,
"The Great Comeback is passing by this Republican controlled town.
",[],2020-10-16 00:02:42,cpadick,1224,central PA
"1st COVID policy? #BidenTownHall @ABC
",['BidenTownHall'],2020-10-16 00:02:42,Charvettebey,3323,"Baltimore, MD"
"If people are not given enough money to live on they will not comply with Covid management rules. The minimum wage is so-called because it is the minimum that anyone can live on. So that must be the minimum guaranteed payment during lockdown. #Newsnight #bbcqt
",[],2020-10-16 00:02:42,Bakehouse2016,9296,"England, United Kingdom"
"@NYHammond It was orchestrated by people who want the truth about how many seniors met their death due to his COVID nursing home policy.
",[],2020-10-16 00:02:43,ThAlMeArCrEq,2300,Shining City on a Hill
"Donald Trumps approach to COVID is “ I’ve tried absolutely nothing and I am all out of ideas”
",[],2020-10-16 00:02:44,pmctear,11,
"Covid
",[],2020-10-16 00:02:44,GianFra5,995,Resistencia-Chaco.
"Once again Trump bullshits you.  How many times can you be a  moron.
",[],2020-10-16 00:02:44,RonzSavage,2724,member PEN America
"@gouxforever @Scott_Schrader @USCScoop The NCAA is giving everyone an extra year of eligibility because of COVID, so he could actually come back for a sixth year next year if he wanted. No idea how likely that is
",[],2020-10-16 00:02:45,Adam_Bradford14,100,
"Is Twitter awake for the @realDonaldTrump town hall?  Nice start, discussing Trump's recovery from COVID-19.
",[],2020-10-16 00:02:45,EdMorrissey,66892,"Click The Damn Link, USA. "
"@Candour99 @realDonaldTrump @USNavy That is nothing, not even 10% of people in the US have been even effected by ""Covid"".
",[],2020-10-16 00:02:46,max_pennino,1,
"@JoeBiden @RealCedricDark Thank-you for being transparent. This is what a leader does. This solidifies a nation and endears you to us. I will pray that you remain COVID-free.🙏🏾
",[],2020-10-16 00:02:46,ladym38017,307,
"This is horseshit 2016 all over again. Dump is all over the tv tonight when he's the idiot who got COVID and threw a temper tantrum to get out of the debate.
",[],2020-10-16 00:02:47,ECmadtown,1276,Too close to the Beltway!
"First Question:  A setup softball Covid 19 Question.
",[],2020-10-16 00:02:47,philipsknowlton,11253,California
"I'm just hard pressed to think this isn't anything other than regional...and it's the Midwest's turn.
",[],2020-10-16 00:02:47,super_mario_21,402,"OH, USA"
"£875 per hour. JJ&amp;M
",[],2020-10-16 00:02:48,edge_nina,1913,"Liverpool, England"
"Who cares #VoteOutEveryRepublican
",['VoteOutEveryRepublican'],2020-10-16 00:02:48,KingLouisXIVLA,58,LA
"Sir Keir Starmer: ‘UK nations must fight Covid together’ says Labour leader – #NewsEverything #NorthernIreland https://t.co/PJkeVm0M40
","['NewsEverything', 'NorthernIreland']",2020-10-16 00:02:48,NewsEverything_,1824,All over the World
"Solidarity Therapeutics Trial produces conclusive evidence on the effectiveness of repurposed drugs for #COVID-19 in record time. (though not peer reviewed yet) Still no silver bullet. https://t.co/kwfc7SxeuJ
",['COVID'],2020-10-16 00:02:48,ryanjtw,3585,"Dublin, Ireland"
"Folks be so worried about COVID until THEY wanna go somewhere..
",[],2020-10-16 00:02:49,Consistent__D,2977,Everywhere 
"@Footstepsmany Our rights are not for sale!   Covid patients?  What underlying conditions do they have?  What conditions are 100 worse from no care in the last 8 months?
",[],2020-10-16 00:02:49,Honest_Alway,1560,"Appleton, WI"
"[cavorts down Bourke Street like the Dancing Man at the end of WWII]
",[],2020-10-16 00:02:49,Aerohaveno,4678,"Melbourne, Australia"
"BIV Afternoon COVID-19 Roundup: Health officials monitoring all-time high # of infections. Plus: MLA resigns from Liberal Party over controversy - https://t.co/toesEaotzi
",[],2020-10-16 00:02:49,BIVnews,36787,"Vancouver, B.C."
"@OldenBitterman I don't recognize the name, but you might.
",[],2020-10-16 00:02:51,Brent_Mazur,122,"Winnipeg, Manitoba"
"COVID-19: NCDC advises EndSARS protesters to be mindful of virus https://t.co/eKnf5Y0hYp
",[],2020-10-16 00:02:51,NewsDeyNigeria,1514,Nigeria
"Hypocrites. They get it so now they do the right thing and tell people to take it seriously after they get taken care of using so called “socialized” medicine. What a joke.
",[],2020-10-16 00:02:52,Stormylife2020,3,
"Why are only blue states still locked down?    Why did governors from certain blue states force Covid-19 positive patients into nursing homes, resulting in the deaths of thousands?    Do y'all still think that this is about a virus?    #RiseUp #FightBack #Trump2020 #CrookedBiden
",[],2020-10-16 00:02:52,alexpigeon,2723,"San Diego, CA"
"@ShibleyTelhami CDC already confirmed this week that 6 out of 7 people whove had covid wore masks, which confirms what I've been saying since may, masks cause covid to spread more.
",[],2020-10-16 00:02:53,JohnRee48284022,0,
"Covid-19 panic at the EU Leaders Summit   https://t.co/0mSDVEnTnb
",[],2020-10-16 00:02:53,Maraazcom,17,
".@millermeeks oddly lists Europe and New Zealand ahead of Iowa on COVID failures. Here’s her record 👇
",[],2020-10-16 00:02:54,zmeunier,561,"Iowa, USA"
"Did twitter get Covid?
",[],2020-10-16 00:02:54,lestan22,1376,Trinidad and Tobago
"Health care experts urge Americans to get vaccinated against influenza during the 2020-2021 flu season, to prevent overlapping epidemics of the flu and COVID-19, which could overwhelm hospitals and increase people's risk of death. https://t.co/vrW8hqBga4
",[],2020-10-16 00:02:54,ABCWorldNews,1470530,New York
"@GOPChairwoman 218,000+ Americans dead from Covid, many because Trump ignored, dismissed ""soon it will go away"", mocked wearing a mask, wouldn't wear one. No national policy.  ""I take no responsibility"" - Donald Trump ""It will just disappear"" - Donald Trump
",[],2020-10-16 00:02:54,jimleojackson,78,
"Can highschool students transfer schools during Covid? https://t.co/iJ68AlLWKB #yeg
",['yeg'],2020-10-16 00:02:54,Alberta411,20822,"Alberta, Canada"
"@Amy_Siskind I paid Amy Coney Barrett $50 and a Subway coupon to bang her... Got her pregnant, aborted the baby after it was born, sold the fetus to Notre Dame for stem-cell research, AND created a new Covid treatment. https://t.co/D3sYjjqzF8
",[],2020-10-16 00:02:54,manwithnopants,4184,Lifetime Texan in Hampton VA!
"Two new student, four new staff COVID cases at Valdosta City Schools https://t.co/BaUMZpmXzX
",[],2020-10-16 00:02:55,pathofex,62,
"@jilevin on the edge of my seat
",[],2020-10-16 00:02:55,BobChiro,288,"Colorado, USA"
"CDC says small household gatherings are driving up COVID-19 cases. https://t.co/luMNw5p4kG https://t.co/jB7cVP73VS
",[],2020-10-16 00:02:55,WPXI,199648,Pittsburgh
"Companies Set up Supply Chains for PPE Distribution   https://t.co/5MWEdc8cfi
",[],2020-10-16 00:02:56,estes440,718,
"I did a “first shave since Covid.” I keep low-grade jump scaring myself when I look in the mirror. https://t.co/i6S6YPjcRI
",[],2020-10-16 00:02:57,NathanBurgoine,2130,"Ottawa, Canada"
"ICYMI: Cam Newton, Stephon Gilmore return to #Patriots practice for the first time since Covid-19 diagnosis https://t.co/xEEmQPHYDn
",['Patriots'],2020-10-16 00:02:58,patspulpit,22781,New England
"tRump knew about Covid. Facts matter.   #GoJoe2020 #JoeBidenTownHallOnABC
","['GoJoe2020', 'JoeBidenTownHallOnABC']",2020-10-16 00:02:59,LitaTweets,9480,"Long Island, NY"
"#LIVE: NSW Premier Gladys Berejiklian provides a COVID-19 update. #9News https://t.co/DH6iVlGUVp
","['LIVE', '9News']",2020-10-16 00:02:59,9NewsSyd,126304,"Sydney, Australia"
"'Bronco Corps' is connecting @BoiseState students with paid internships in the community during COVID-19. @BoiseStateCOBE tells #IdahoMatters all about it.   https://t.co/YIymOFhlPR
",[],2020-10-16 00:03:00,KBSX915,6794,"Boise, Idaho"
"Arizona's Superintendent of Public Instruction Kathy Hoffman joined @GaydosAndChad and outlined what qualifies as a COVID-19 ""outbreak"" at schools and shared her personal level of concern now that 23 Phoenix-area schools have reported infections. https://t.co/ggeRt8BnL6
",[],2020-10-16 00:03:00,KTAR923,49179,"Phoenix, AZ"
"Sad and pathetic 😢 https://t.co/dSQE8ZTUBx
",[],2020-10-16 00:03:00,GreenChristine7,70,
"Lmao I’ve watched 5 minutes of NBC before Trump. this lady saying job loss, particularly for women and woc, will linger after Covid bc they will “decide”, corrected herself and said they’d be “forced” out of the labor market ❄️❄️❄️❄️
",[],2020-10-16 00:03:00,bw4466,412,
"#BidenTownHall #BidenOnABC  - Covid question off the bat.
","['BidenTownHall', 'BidenOnABC']",2020-10-16 00:03:00,LBrookieF,594,
"Hahaha who doesn't know to watch out for this https://t.co/RqSNgMZeLw
",[],2020-10-16 00:03:00,BudrykZack,5080,
"@kylamb8 It disappeared?  Or it's being called Covid now?
",[],2020-10-16 00:03:01,jjs92285,1290,Illinois
"Lewisville, Texas Polling Center Closed After Clerk Tests Positive for COVID-19  Election site to be sanitized, reopen Friday with new workers https://t.co/1w6uHLKxvk
",[],2020-10-16 00:03:02,Cleavon_MD,49544,"NYC, California, Arizona"
"""I'm the greatest"" ""Covid is a myth"" ""NBC sucks, you're all fake news"" ""I beat Coronavirus, it's nothing."" ""But His e-mails"" ""(random tangent about trucks)""  Ok, I've just saved you all the bother of watching 45's Town Hall.  Now go watch Biden's, or Twitch, or whatever else.
",[],2020-10-16 00:03:02,TygerWDR,521,"Milwaukee, WI"
"Chris Christie says he was in ICU for 7 days battling Covid-19, urges Americans to wear masks  https://t.co/DmfG0dyhJ4
",[],2020-10-16 00:03:03,Hotskoz,350,
"Trump and Biden hold dueling town halls as Covid cases spike and millions cast their votes early - CNN https://t.co/IYo7LIcCBu
",[],2020-10-16 00:03:03,ayane9292,2573,
"Los Angeles, South Sudan, Lebanon, New York City, Yemen.   These are only some of the places where your support is helping our #IMCHeroes respond to COVID-19. Join us NOW at our Annual Awards Celebration to honor their lifesaving work ▶️ https://t.co/7sC18ZnYsH https://t.co/bBjglwgU6C
",[],2020-10-16 00:03:03,IMC_Worldwide,23007,"ÜT: 34.018689,-118.483186"
"Indiana reports 1,962 new cases of COVID-19; 23 additional deaths https://t.co/B23KCN2Esq
",[],2020-10-16 00:03:04,2DarkEyes6,1915,
"Let @DetroitBeastie help you build and round out your DFS lineups this week! 🥳
",[],2020-10-16 00:03:04,AintDunneYet,4206,"Denver, CO"
"Yikes! I’m glad he recovered. Odds were against him.
",[],2020-10-16 00:03:04,jackthecat11,1749,"Washington, DC"
"Spin class linked to 72 COVID cases. How were so many infected?  https://t.co/7A173G3eu1
",[],2020-10-16 00:03:05,strutent,9450,"Toronto, ON, Canada"
"👉🏻#TrumpVirusDeathToll275K &amp; rising when all #Americans killed by #TrumpVirus are counted. #Trump &amp; #GOPDeathCult have been hiding #Covid deaths as pneumonia cases for months-see TX, FL, etc. People died alone &amp; scared, without family. #ProsecuteThemAll #VoteBidenHarris #VoteBlue
","['TrumpVirusDeathToll275K', 'Americans', 'TrumpVirus', 'Trump', 'GOPDeathCult']",2020-10-16 00:03:06,SpeaksAthena,1610,
"President COVID says he's fine while you can hear him trying to breathe through his teeth.  Off and running!
",[],2020-10-16 00:03:06,Riles23,677,Interwebs
"Gladys is on the TV giving an update on COVID in #NSWPOL  Hope she smacks the corrupt ICAC !!
",['NSWPOL'],2020-10-16 00:03:06,1Swinging_Voter,1397,ALP Being Exposed
"Antiviral Drug Remdesivir Proves Ineffective In Treating Covid-19, WHO Study Finds via @forbes https://t.co/zOGgZJvym5
",[],2020-10-16 00:03:09,SallyWo42411402,383,
"@realDonaldTrump Wow there must 300 trailer park inhabitants there for your COVID fest!
",[],2020-10-16 00:03:09,MarkDonner13,37,Andromeda
"Re-upping this thread on Birx @realDrBirx following the publication of this piece by @cpiller @ScienceMagazine.  https://t.co/FkrBNPmazA
",[],2020-10-16 00:03:10,himmoderator,4641,a Canadian in NYC
"@JulieAnn718 It's wonderfully crusty on the outside. I use it for sandwiches, bread stuffing, bruschetta...the lot!  Unfortunately, due to COVID, bread loaves get put into bags before it's put on the shelves and becomes soft and mushy. https://t.co/mWiIq8zHPd
",[],2020-10-16 00:03:10,TDouwd,160,UFP
"Every university administrator should read this 👇 from some of the smartest thinkers I know... refusing false dichotomies seems to be their morning coffee... cheers @sdbaral @JuliaLMarcus ! ☕️
",[],2020-10-16 00:03:10,MMKavanagh,2982,"Washington, DC"
"It’s bad enough she wasn’t wearing a mask but now she’s probably tracking not just Covid but E. Coli, and/or salmonella all over the damn place https://t.co/etjKepcFWs
",[],2020-10-16 00:03:11,SincerelySiedah,200,"Chicago, IL"
"Holy fuck one of my coworkers got tested positive for covid and now I have to self isolate for 14 days cuz I was in contact with them omg #prayforblunted
",[],2020-10-16 00:03:12,bluntlongs,87,usa
"i just realized this fool told me to come out. naw nigga too many niggas catchin covid in the nfl. i fuck around be the cause of it.
",[],2020-10-16 00:03:13,JumpmanJordan,2823,DC Metro
"On Tuesday, the Signal interviewed Democrat U.S. Senate candidate @mjhegar. https://t.co/D9ANzHeKh5
",[],2020-10-16 00:03:14,TexasSignal,2060,"Houston, TX"
"First Biden question tonight.  “Mr. Vice President, my wife and I are astounded at the lack of federal coordination on COVID 19 and we know you’d be so much better at it...”
",[],2020-10-16 00:03:14,ChrisStigall,37545,In your grocer’s freezer 
"@joelockhart 🦠🦠🦠#Covid 🔥19🔥 days to go  til it's a wrap folks — GO. VOTE.   #PresidentBiden  #BLUESenate
","['Covid', 'PresidentBiden', 'BLUESenate']",2020-10-16 00:03:14,bonjouryall,1065,same planet as you
"@asmith83 @MyP_Chicago She’s rich enough to dump stock after she was advised on how bad covid-19 was
",[],2020-10-16 00:03:14,eimzcaomhanach,4035,
"B.C. health officials report first case of a child with Multisystem Inflammatory Syndrome alongside 142 new cases #COVID-19 https://t.co/u5Lvz1mXFB https://t.co/CExPEnRk9U
",[],2020-10-16 00:03:15,infonewskelowna,917,Kelowna
